EPREUVE,FORMAT_EPREUVE,RANG,NOM_PRENOM,ANNEE_NAISSANCE,NATIONALITE,GENRE,STRUCTURE,TEMPS,DATE_FR,POINTS_FFN,POINTS_FINA
50 Papillon Messieurs,Séries,24,RUIN Evann,2005,FRA,M,AAE PÉRONNE,00:28.59,21/01/2022,984,473
50 Papillon Messieurs,Séries,25,LEFEVRE Gabriel,2005,FRA,M,STADE DE REIMS NATATION,00:28.69,21/01/2022,978,468
50 Papillon Messieurs,Séries,26,PAÏS Theo,2004,FRA,M,EA NOGENT-VILLERS,00:28.82,21/01/2022,970,461
50 Papillon Messieurs,Séries,27,PRIAM-D'HERMY Kaly,2005,FRA,M,SC ABBEVILLOIS NATATION TRIATHLON,00:28.94,21/01/2022,963,456
50 Papillon Messieurs,Séries,28,CARTER LE COZE Jude,2007,FRA,M,JN COMPIÈGNE,00:29.22,21/01/2022,945,443
50 Papillon Messieurs,Séries,29,SCHERER Maxime,2007,FRA,M,AMIENS METROPOLE NAT.,00:29.32,21/01/2022,939,438
100 Papillon Messieurs,Finale A,1,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:54.30,22/01/2022,1265,755
100 Papillon Messieurs,Finale A,2,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:54.41,22/01/2022,1262,751
100 Papillon Messieurs,Finale A,3,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:55.28,22/01/2022,1235,716
100 Papillon Messieurs,Finale A,3,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:55.28,22/01/2022,1235,716
100 Papillon Messieurs,Finale A,4,DENHAM Michael,2001,FRA,M,ANGERS NATATION,00:56.99,22/01/2022,1184,653
100 Papillon Messieurs,Finale A,5,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,00:57.18,22/01/2022,1178,647
100 Papillon Messieurs,Finale A,6,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,00:57.38,22/01/2022,1172,640
100 Papillon Messieurs,Finale A,7,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:57.54,22/01/2022,1168,635
100 Papillon Messieurs,Finale A,7,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:57.54,22/01/2022,1168,635
100 Papillon Messieurs,Finale A,8,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:59.06,22/01/2022,1123,587
100 Papillon Messieurs,Finale B,1,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,01:03.20,22/01/2022,1007,110
100 Papillon Messieurs,Finale B,1,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:59.23,22/01/2022,1119,582
100 Papillon Messieurs,Finale B,2,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,01:03.95,22/01/2022,987,108
100 Papillon Messieurs,Finale B,2,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,01:00.42,22/01/2022,1085,119
100 Papillon Messieurs,Finale B,3,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,01:00.84,22/01/2022,1073,118
100 Papillon Messieurs,Finale B,3,RUIN Evann,2005,FRA,M,AAE PÉRONNE,01:05.10,22/01/2022,956,104
100 Papillon Messieurs,Finale B,4,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,01:01.36,22/01/2022,1058,116
100 Papillon Messieurs,Finale B,4,LEFEVRE Gabriel,2005,FRA,M,STADE DE REIMS NATATION,01:05.22,22/01/2022,953,104
100 Papillon Messieurs,Finale B,5,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,01:07.01,22/01/2022,906,99
100 Papillon Messieurs,Finale B,5,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,01:01.96,22/01/2022,1041,114
100 Papillon Messieurs,Finale B,6,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,01:02.80,22/01/2022,1018,111
100 Papillon Messieurs,Finale B,7,HAREL Thomas,2007,FRA,M,ENC ACHICOURT,01:03.31,22/01/2022,1004,110
100 Papillon Messieurs,Finale B,8,BRUN--FERREIRA Florentin,2007,FRA,M,AMIENS METROPOLE NAT.,01:04.11,22/01/2022,983,107
100 Papillon Messieurs,Séries,1,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:55.20,22/01/2022,1237,719
100 Papillon Messieurs,Séries,1,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:55.20,22/01/2022,1237,719
100 Papillon Messieurs,Séries,2,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:56.53,22/01/2022,1198,669
100 Papillon Messieurs,Séries,3,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:56.94,22/01/2022,1185,655
100 Papillon Messieurs,Séries,4,DENHAM Michael,2001,FRA,M,ANGERS NATATION,00:56.99,22/01/2022,1184,653
100 Papillon Messieurs,Séries,5,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:57.32,22/01/2022,1174,642
100 Papillon Messieurs,Séries,6,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,00:57.33,22/01/2022,1174,642
100 Papillon Messieurs,Séries,7,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:57.92,22/01/2022,1157,622
100 Papillon Messieurs,Séries,7,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:57.92,22/01/2022,1157,622
100 Papillon Messieurs,Séries,8,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,00:58.09,22/01/2022,1152,617
100 Papillon Messieurs,Séries,9,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:58.38,22/01/2022,1143,608
100 Papillon Messieurs,Séries,10,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,01:01.26,22/01/2022,1061,116
100 Papillon Messieurs,Séries,11,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,01:01.55,22/01/2022,1053,115
100 Papillon Messieurs,Séries,12,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,01:01.74,22/01/2022,1048,115
100 Papillon Messieurs,Séries,13,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,01:02.47,22/01/2022,1027,112
100 Papillon Messieurs,Séries,14,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,01:02.93,22/01/2022,1015,111
100 Papillon Messieurs,Séries,15,BRUN--FERREIRA Florentin,2007,FRA,M,AMIENS METROPOLE NAT.,01:03.24,22/01/2022,1006,110
100 Papillon Messieurs,Séries,16,HAREL Thomas,2007,FRA,M,ENC ACHICOURT,01:03.53,22/01/2022,998,109
100 Papillon Messieurs,Séries,17,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,01:04.54,22/01/2022,971,106
100 Papillon Messieurs,Séries,18,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,01:04.59,22/01/2022,970,106
100 Papillon Messieurs,Séries,19,BUTEAUX Elie,2002,FRA,M,RACING CLUB ARRAS,01:05.81,22/01/2022,937,102
100 Papillon Messieurs,Séries,20,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,01:05.89,22/01/2022,935,102
100 Papillon Messieurs,Séries,21,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,01:07.04,22/01/2022,905,99
100 Papillon Messieurs,Séries,22,RUIN Evann,2005,FRA,M,AAE PÉRONNE,01:07.12,22/01/2022,903,98
100 Papillon Messieurs,Séries,23,LEFEVRE Gabriel,2005,FRA,M,STADE DE REIMS NATATION,01:08.80,22/01/2022,860,94
200 Papillon Messieurs,Finale A,1,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,01:59.90,23/01/2022,1263,838
200 Papillon Messieurs,Finale A,2,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,02:08.45,23/01/2022,1135,378
200 Papillon Messieurs,Finale A,3,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:15.94,23/01/2022,1028,340
200 Papillon Messieurs,Finale A,4,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:23.08,23/01/2022,931,308
200 Papillon Messieurs,Finale A,5,HAREL Thomas,2007,FRA,M,ENC ACHICOURT,02:24.78,23/01/2022,909,302
200 Papillon Messieurs,Finale A,6,LEFEVRE Gabriel,2005,FRA,M,STADE DE REIMS NATATION,02:42.44,23/01/2022,693,240
200 Papillon Messieurs,Séries,1,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,02:04.33,23/01/2022,1196,401
200 Papillon Messieurs,Séries,2,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,02:06.82,23/01/2022,1159,387
200 Papillon Messieurs,Séries,3,DENHAM Michael,2001,FRA,M,ANGERS NATATION,02:08.88,23/01/2022,1129,376
200 Papillon Messieurs,Séries,4,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,02:11.47,23/01/2022,1091,362
200 Papillon Messieurs,Séries,5,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:13.67,23/01/2022,1060,351
200 Papillon Messieurs,Séries,6,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:22.65,23/01/2022,937,310
200 Papillon Messieurs,Séries,7,CLOUET Constant,2006,FRA,M,ANGERS NATATION,02:23.17,23/01/2022,930,308
200 Papillon Messieurs,Séries,8,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,02:24.91,23/01/2022,907,301
200 Papillon Messieurs,Séries,9,HAREL Thomas,2007,FRA,M,ENC ACHICOURT,02:25.20,23/01/2022,904,300
200 Papillon Messieurs,Séries,10,LEFEVRE Gabriel,2005,FRA,M,STADE DE REIMS NATATION,02:40.85,23/01/2022,711,245
200 4 Nages Messieurs,Finale A,1,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,02:03.79,21/01/2022,1229,432
200 4 Nages Messieurs,Finale A,1,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,02:17.32,21/01/2022,1028,356
200 4 Nages Messieurs,Finale A,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,02:08.64,21/01/2022,1155,402
200 4 Nages Messieurs,Finale A,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,02:08.64,21/01/2022,1155,402
200 4 Nages Messieurs,Finale A,2,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,02:18.07,21/01/2022,1017,352
200 4 Nages Messieurs,Finale A,3,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,02:12.09,21/01/2022,1104,383
200 4 Nages Messieurs,Finale A,3,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,02:12.09,21/01/2022,1104,383
200 4 Nages Messieurs,Finale A,3,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,02:20.33,21/01/2022,986,341
200 4 Nages Messieurs,Finale A,4,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,02:12.95,21/01/2022,1091,378
200 4 Nages Messieurs,Finale A,4,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,02:21.91,21/01/2022,964,334
200 4 Nages Messieurs,Finale A,5,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,02:15.50,21/01/2022,1054,365
200 4 Nages Messieurs,Finale A,5,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:24.33,21/01/2022,931,324
200 4 Nages Messieurs,Finale A,6,ROGET Alexis,2005,FRA,M,STADE DE REIMS NATATION,02:25.24,21/01/2022,919,320
200 4 Nages Messieurs,Finale A,6,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:16.77,21/01/2022,1036,359
200 4 Nages Messieurs,Finale A,7,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,02:18.07,21/01/2022,1017,352
200 4 Nages Messieurs,Finale A,8,LOSAY-MARTIN Benjamin,2005,FRA,M,ASN BONNEVAL,02:20.21,21/01/2022,987,342
200 4 Nages Messieurs,Séries,1,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,02:09.53,21/01/2022,1142,397
200 4 Nages Messieurs,Séries,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,02:09.61,21/01/2022,1141,397
200 4 Nages Messieurs,Séries,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,02:09.61,21/01/2022,1141,397
200 4 Nages Messieurs,Séries,3,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,02:13.49,21/01/2022,1083,375
200 4 Nages Messieurs,Séries,4,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,02:13.61,21/01/2022,1082,375
200 4 Nages Messieurs,Séries,4,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,02:13.61,21/01/2022,1082,375
200 4 Nages Messieurs,Séries,5,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,02:14.97,21/01/2022,1062,368
200 4 Nages Messieurs,Séries,6,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:15.63,21/01/2022,1052,364
200 4 Nages Messieurs,Séries,7,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,02:17.37,21/01/2022,1027,356
200 4 Nages Messieurs,Séries,8,LOSAY-MARTIN Benjamin,2005,FRA,M,ASN BONNEVAL,02:20.07,21/01/2022,989,343
200 4 Nages Messieurs,Séries,9,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,02:20.14,21/01/2022,988,342
200 4 Nages Messieurs,Séries,10,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,02:21.51,21/01/2022,969,336
200 4 Nages Messieurs,Séries,11,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,02:22.09,21/01/2022,961,333
200 4 Nages Messieurs,Séries,12,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,02:22.22,21/01/2022,960,333
200 4 Nages Messieurs,Séries,13,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:25.45,21/01/2022,916,319
200 4 Nages Messieurs,Séries,14,ROGET Alexis,2005,FRA,M,STADE DE REIMS NATATION,02:25.57,21/01/2022,914,318
400 4 Nages Messieurs,Finale A,1,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,04:43.85,22/01/2022,1071,753
400 4 Nages Messieurs,Finale A,2,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,04:57.40,22/01/2022,975,688
400 4 Nages Messieurs,Finale A,3,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,05:08.35,22/01/2022,901,501
400 4 Nages Messieurs,Séries,1,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,04:54.46,22/01/2022,995,702
400 4 Nages Messieurs,Séries,2,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,05:07.22,22/01/2022,908,505
400 4 Nages Messieurs,Séries,3,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,05:14.00,22/01/2022,864,485
